NUMBER	NAME	KINGDOM	PHYLUM	SUBPHYLUM	CLADE	SUBCLADE	ORDER	SUBORDER	FAMILY	IMAGES	TEXT	
379	MAXILLOPODA	ARTHROPODA	CRUSTACEA		MAXILLOPODA						In most recent classifications, several taxa are grouped together in Maxillopoda. Those included vary with author, but in its broadest and most inclusive sense they are Copepoda, Mystacocarida, Tantulocarida, Ascothoracida, Cirripedia, Ostracoda, Branchiura, and Pentastomida. Maxillopodans are small crustaceans (usually microcrustaceans)with a short trunk.	
380	COPEPODA	ARTHROPODA	CRUSTACEA		MAXILLOPODA		COPEPODA				Approximately 12,000 described species of extant copepods make this one of the largest crustacean higher taxa, second only to Malacostraca. Most copepods are marine, but there are many freshwater species and a few terrestrial forms live in moss, soil-water films, and leaf litter. Parasitic copepods attack various marine and freshwater animals, particularly fish. The enormous numbers of marine copepods are almost always the most abundant and conspicuous component of a plankton sample. Copepoda is one of the three taxa that dominate the fresh water zooplankton.It has been suggested that copepods are the most abundant metazoans on Earth, with more individuals (but not species) than insects. Because most planktonic species feed on phytoplankton, copepods are the principal and essential link between the world’s most important producers (marine phytoplankton) and higher trophic levels in pelagic marine food chains. Copepods are a major part of the diet of many marine animals.	
381	MYSTACOCARIDA	ARTHROPODA	CRUSTACEA		MAXILLOPODA		MYSTACOCARIDA				Mystacocarida is a small taxon of marine interstitial crustaceans believed to be closely related to copepods. The two share their complete lack of compound eyes, the absence of a carapace, and a 10-segmented trunk. Mystacocarida was first described in 1943 from specimens collected off Massachusetts, and 10 additional species have since been reported from many other coasts, principally around the North and South Atlantic. Most are 0.5 to 1.0 mm in length and adapted for living in the interstices between sand grains in the intertidal zone. The body is long, cylindrical, and vermiform, like that of many other interstitial animals.	
382	TANTULOCARIDA	ARTHROPODA	CRUSTACEA		MAXILLOPODA		TANTULOCARIDA				First described in 1983, Tantulocarida includes a growing number (12 species at present) of marine ectoparasites of deep-water copepods, isopods, and ostracods highly specialized for a parasitic life. These are tiny animals, as a copepod parasite would have to be, that do not exceed 1 mm in length, with most being about 0.5 mm. They are gonochoric and sexually dimorphic. The male has a gonopod derived from trunk appendages, and fertilization is thought to be internal. There are sexual and parthenogenetic life cycles connected by a larval stage.	
383	ASLOTHORACIDA	ARTHROPODA	CRUSTACEA		MAXILLOPODA		ASLOTHORACIDA				Aslothoracida, Acrothoracica, Thoracica, and Rhizocephala constitute the undisputedly monophyletic taxon of Thecostraca. Thoracica, Rhizocephala, and Acrothoracica are highly derived, bear little resemblance to other crustaceans, and are grouped together in Cirripedia, the barnacles. Ascothoracida has crustacean-like males and aberrant females, and is the sister taxon of Cirripedia. The thecostracan larval compound eye has a three-part crystalline cone formed by three cone cells. Compound eyes are absent in adults and the second antennae are vestigial or absent. The first antennae are attachment organs and the carapace tends to be large and bivalved unless it has been secondarily lost. Adults are usually sessile, and commensalism and parasitism have arisen several times. An abdomen is present in only the most primitive taxa. Development includes distinctive nauplius and cypris larvae. Ascothoracidans are the most primitive thecostracans. Rhizocephalans are the most derived and look nothing like crustaceans. A fifth thecostracan taxon, the enigmatic Facetotecta, has been known since 1899 from cosmopolitan, planktonic “Y-larvae,” both nauplii and cyprids, for which adults have never been found. The cyprids of all thecostracan higher taxa have five pairs of chemosensory lattice organs on the carapace, each consisting of a noval cuticular plate penetrated by a large terminal pore and sometimes by a field of tiny pores. Lattice organs are thought to be highly derived setae used to recognize appropriate substrata prior to settling.	
384	CIRRIPEDIA	ARTHROPODA	CRUSTACEA		MAXILLOPODA		CIRRIPEDIA				Cirripedia includes the familiar benthic marine animals known as barnacles as well as some unfamiliar and bizarre parasites. These strange and derived creatures have many characteristics that set them apart from other crustaceans. They inhabit a rigid calcareous shell (carapace or mantle) that grows without molting, many are hermaphroditic, and they are sessile. Barnacles have features in common with ostracod sand, in fact, resemble an ostracod turned upside down and stuck firmly to the substratum by its head and back. Cirripedes include the only nonparasitic sessile crustaceans, and their anatomy and biology have undergone extensive modifications as a consequence of this unique lifestyle.	
385	THORACICA	ARTHROPODA	CRUSTACEA		MAXILLOPODA		CIRRIPEDIA	THORACICA			The thoracican cypris larva settles out of the plankton to the bottom and attaches to the substratum by means of cement glands located in the base of the first antennae. The larval carapace, which encloses the entire body, as it does in ostracods, persists and becomes an enveloping mantle (carapace) that encloses the adult barnacle. The mantle secretes thick calcareous plates that form a case to enclose and protect the barnacle. Since the cypris attaches by its head, the aperture (ventral opening) of the carapace is directed more or less upward and the trunk of the animal is upside down, with respect to the substratum, with its venter up.	
386	LEPADOMORPHA	ARTHROPODA	CRUSTACEA		MAXILLOPODA		CIRRIPEDIA	THORACICA	LEPADOMORPHA		Of the three types of thoracican barnacles, the stalked barnacles (goose barnacles) are most primitive. The earliest known fossil barnacle is the stalked Cyprilepis, which was commensal on the appendages of sea scorpions (Eurypterida).	
387	LEPADIDAE	ARTHROPODA	CRUSTACEA		MAXILLOPODA		CIRRIPEDIA	THORACICA	LEPADOMORPHA	LEPADIDAE	Peduncle is naked (without calcareous plates); capitulum has only the five original, primary plates (one carina, two terga, and two scuta). Attach to floating objects, wood, coconuts, bottles, tar balls, and ships or are epizoic commensals. Includes the common, widely distributed Lepas species. Commensals include Conchoderma (on whales and turtles) and Alepas (on jellyfish). A related family of small, stalked barnacles (Poecilasmatidae) includes many common commensals such as Octolasmis muelleri, which lives on the gills of lobsters and crabs and takes advantage of the safety and flow of water in the branchial chamber of the host.	
388	SCALPELLIDAE	ARTHROPODA	CRUSTACEA		MAXILLOPODA		CIRRIPEDIA	THORACICA	LEPADOMORPHA	SCALPELLIDAE	Benthic, mostly deep water. Some, such as the common, eastern Pacific Pollicipes polymerus, live intertidally in dense aggregations on rocky coasts. Peduncle is covered with calcareous plates or scales, which generally increase in size toward the capitulum. One taxon is adapted for boring into coralline rock.	
389	BALANOMORPHA	ARTHROPODA	CRUSTACEA		MAXILLOPODA		CIRRIPEDIA	THORACICA	BALANOMORPHA		The stalkless barnacles (balanomorphs and verrucomorphs) are thought to have arisen in the Jurassic from a scalpellid ancestor through the shortening and eventual disappearance of the peduncle.	
390	VERRUCOMORPHA	ARTHROPODA	CRUSTACEA		MAXILLOPODA		CIRRIPEDIA	THORACICA	VERRUCOMORPHA		A third taxon of thoracican barnacles (wart barnacles) contains only about 30 species found chiefly in the deep sea. These stalkless barnacles resemble acorn barnacles but are asymmetrical. The operculum consists of only one tergum and one scutum, with the other tergum and scutum being incorporated into the wall.	
391	RHIZOCEPHALA	ARTHROPODA	CRUSTACEA		MAXILLOPODA		RHIZOCEPHALA				Rhizocephalans are internal parasites of other crustaceans. Most of the 260 known species are parasitic on decapods, but a few are found on other crustaceans. Rhizocephalans are so highly specialized that almost all traces of arthropod structure have disappeared in the adult, although life begins with typical cirripede nauplius and cypris larvae. The soft, adult body is an amorphous sac and the mantle is not calcified. There is no sign of segmentation or appendages and almost all internal organs are lost. The position of Rhizocephala with respect to Cirripedia has been disputed, but morphological (similar nauplius and cypris larvae) and 18S rDNA nucleotide sequences support a sister relationship with Thoracica. Unlike thoracicans, however, rhizocephalans have no gut, no segmentation, no appendages and no calcareous plates, and are gonochoric.	
392	ACROTHORACIA	ARTHROPODA	CRUSTACEA		MAXILLOPODA		ACROTHORACIA				The 40 known species of acrothoracicans are the smallest cirripedes, usually only a few millimeters in length. They bore into calcareous substrates such as coral, mollusc shells, other barnacles, bryozoans, and limestone using chitinous teeth on the mantle as well as chemical dissolution. The burrow openings are tiny, distinctive slits in the surface of the rock. The chitinous teeth are renewed with each molt. Unlike thoracicans, but like rhizocephalans, acrothoracicans are gonochoric and sexually dimorphic. Males are aberrant dwarfs that will be described separately. The following description refers to females.	
393	OSTRACODA	ARTHROPODA	CRUSTACEA		MAXILLOPODA		OSTRACODA				Ostracods, or seed shrimps, are tiny microcrustaceans found in most aquatic habitats, both freshwater and marine. Ostracods are completely enclosed in a bivalve carapace and resemble seeds or minuscule clams. Although some, such as the neutrally buoyant Gigantocypris, are planktonic, most live on or near the bottom, where they swim intermittently or crawl over or plow through the upper layer of mud and detritus from the shoreline to great depths. In fresh water they occur in lakes, ponds, and hot springs. They may be suspension feeders, carnivores, detritivores, or herbivores. There are burrowing and interstitial species and species that live on algae, water plants, or other submerged objects. Some are commensal with other animals, living, for example, among the leg setae of cray-fishes or with polychaetes or echinoderms. Sphaeromicola is commensal with sub terranean isopods and Entocy thereliveson the gills of crayfishes. Elpidium lives in the leaf axils of epiphytic bromeliads. Most species are about 1 mm in size, but Microcythere minuta is only 25 mm, whereas Gigantocypris reaches 25 mm. About 6000 living species have been described, making it one of the largest crustacean taxa. The calcified, shell-like carapace is the source of the name“ostracod,”which is derived from the Greek word ostrakon (= shell).	
