NUMBER	NAME	KINGDOM	PHYLUM	SUBPHYLUM	CLADE	SUBCLADE	ORDER	SUBORDER	FAMILY	LEVEL	LEGENDA
296	GAMMARIDEA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	PERACARIDA	AMPHIPODA	GAMMARIDEA	FAMILY	The largest amphipod taxon, Gammaridea, includes about 5000 of the 6000 amphipod species. These are the “typical” amphipods most like the stem amphipod. Gammarideans usually are laterally compressed, although some are dorsoventrally depressed. Most are benthic and usually remain closely associated with the bottom despite being capable of swimming. Typical gammarideans have large coxal plates, a large abdomen with six pairs of appendages, and relatively small compound eyes. The first thoracic segment is fused with the head to form a cephalothorax.
297	HYPERIIDEA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	PERACARIDA	AMPHIPODA	HYPERIIDEA	FAMILY	Hyperiidea is a taxon of about 500 species of pelagic marine amphipods. What little is known of their life histories suggests that all hyperiideans spend at least part of the life cycle as commensals or parasites of gelatinous zooplankters such as salps, siphonophores, jellyfishes, and ctenophores. For example, members of Phronimidae live in the barrel-shaped tunic of salps, which they propel through the water. 
298	CAPRELLIDEA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	PERACARIDA	AMPHIPODA	CAPRELLIDEA	FAMILY	Species of the aptly named skeleton shrimps are highly derived, strictly marine benthic amphipods adapted for a life of clinging to complex substrata such as sea weeds, bryozoans, and hydroids. Most are lie-in-wait predators of small invertebrates, but some consume epiphytic diatoms. There are about 350 extant described species. The body, which bears little resemblance to that of other amphipods, is elongate, sticklike, cylindrical, and not laterally compressed. The second thoracic segment is partially fused with the head to create a cephalothorax consisting of the head plus two thoracic segments. The first thoracic appendages are maxillipeds, as usual, but those of the second remain gnathopods. The third thoracic segment bears the second pair of gnathopods. Thoracic segments 4 and 5 bear slender, reduced or vestigial pereopods, gills, and, infemales, largeoostegites. The marsupium is thus restricted to the middle of the thorax on the fourth and fifth thoracic segments. Thoracic appendages 6 through 8 are well-developed, subchelate prehensile legs used to cling tenaciously to the substratum. Coxae are reduced or vestigial. The abdomen consists of five small segments with vestigial appendages.
299	INGOLFIELLIDEA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	PERACARIDA	AMPHIPODA	INGOLFIELLIDEA	FAMILY	Ingolfiellideans, some of which are less than 1 mm long, are adapted for interstitial habitats in both marine and freshwater environments. The body is cylindrical and the thorax and abdomen are well developed. The pleopods are vestigial, but the first two pairs of uropods are strong. The 30 known species occur in hypogean (subterranean), interstitial, and deep-sea habitats. Their small size, loss of eyes and pigmentation, vermiform shape, and reduced appendages are familiar adaptations for life in interstitial habitats. Ingolfiella. 
300	CUMACEA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	CUMACEA	----------------------------	----------------------------	ORDER	Cumaceans are small inhabitants of sand and mud bottoms. The taxon is small, with about 800 species of distinctively tadpole-shaped and easily recognized marine peracaridans. Most are about 1 mm in length, and the largest is about 4 mm. They reach their greatest diversity and ecological significance in the deep sea.
301	MICTACEA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	MICTACEA	----------------------------	----------------------------	ORDER	Mictacea was described in 1985 and is now known from two small, subcylindrical species: Hirsutia bathyalis from 1000 m in the North Atlantic and South Pacific and Mictocarishalope from Bermudan sea caves. The largest is 3.5 mm in length. The first thoracomere is fused with the head and its appendages are maxillipeds. The carapace covers only the first thoracomere. The seven pereopods are biramous with setose exopods used primarily for swimming. Oostegites are present on most pereopods of females and form a marsupium. The six-segmented abdomen bears reduced pleopods on its first five segments and well-developed uropods and a telson on the sixth. Mictaceans probably are detritivores, but little is known of their biology. 
302	SPELAEOGRIPHACEA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	SPELAEOGRIPHACEA	----------------------------	----------------------------	ORDER	This small taxon of subterranean peracaridans includes only three known species: Spelaeogriphus lepidops from Bat Cave in Table Mountain, South Africa; the Brazilian Potiicoara brasiliensis; and Mangkurtu mityula from Western Australia. The body is long and cylindrical and may reach up to 9 mm in length. The head thoracomere is fused with the head and bears maxillipeds. A small carapace extends posteriorly to cover the second thoracomere and part of the third. Most of the seven pereopods are biramous and their exopods are gills. Females have oostegites on the first five pereopods. The abdomen has six segments and the biramous, setose pleopods are mostly well developed and natatory, although the fifth is vestigial. The uropods are biramous. The biology and internal anatomy are poorly known.
303	TANAIDACEA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	TANAIDACEA	----------------------------	----------------------------	ORDER	Tanaidaceans are small, marine, benthic crustaceans. Most of the approximately 700 described species are only 2 to 5 mm in length, although one reaches 12 cm. The body is elongate and cylindrical or depressed in cross section. The head is fused with the first two thoracic segments to form a cephalothorax, which is covered by a carapace. The appendages of the head thoracic segment form a maxilliped whereas those of the second are chelipeds, which may be very large. Chelipeds on the second thoracic segment are a distinctive feature of tanaidaceans. The remaining six thoracic segments form the pereon and their appendages are pereopods. In many tanaidaceans, silk glands in the pereon open at pores at the tips of several anterior pereopods. Silk is used in tube construction and for draglines. Female pereopods 1 to 4 usually bear oostegites that form a marsupium. Some have oostegites only on the fourth pereopods.
304	FLABELLIFERA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	ISOPODA	FLABELLIFERA	----------------------------	SUBORDER	A large, diverse, important taxon of chiefly marine, benthic isopods. The majority of shallow-water, marine, benthic isopods are flabelliferans. Body usually is depressed, often broadly arched in cross section. Many resemble terrestrial wood lice. A few freshwater species. Many are carnivores or parasites of fishes. Bathynomus, Cirolana, Cymothoa, Lirnnoria, Paracerceis, Sphaeroma, Rocinela. 
305	VALVIFERA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	ISOPODA	VALVIFERA	----------------------------	SUBORDER	Another important taxon of marine, benthic isopods. Uropods ventral to the pleotelson form opercula (valves) to enclose and protect branchial chamber and pieopods. Pleotelson often elongate. Erichsonella, Idotea. 
306	ASELLOTA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	ISOPODA	ASELLOTA	----------------------------	SUBORDER	Chiefly freshwater, but some deep-sea species. Most freshwater isopods are asellotes; both epigean (surface waters) and subterranean. Caecidotea, Lirceus, Munna.
307	ANTHURIDEA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	ISOPODA	ANTHURIDEA	----------------------------	SUBORDER	Chiefly shallow-water, marine, benthic. Mostly Southern Hemisphere. Body elongate, subcylindrical. Most burrow in soft sediments or occupy crevices in hard substrata. A few in hypogean freshwaters. Apanthura, Cyathura.
308	PHERATOICIDEA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	ISOPODA	PHERATOICIDEA	----------------------------	SUBORDER	Small taxon of amphipod-like freshwater isopods. Only in South Africa, India, New Zealand, and Australia. Feed on plant detritus. Nichollsia, Phreatoicus.
309	ONISCOIDEA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	ISOPODA	ONISCOIDEA	----------------------------	SUBORDER	Semiterrestrial and terrestrial isopods Some are so well adapted to terrestrial habitats that they inhabit deserts. Includes supratidal sea slaters and fully terrestrial wood lice, pill bugs, sow bugs. Herbivores. Armadillidium, Ligia, Oniscus, Porcellio, Tylos.
310	MICROCERBERIDAE	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	ISOPODA	MICROCERBERIDAE	----------------------------	SUBORDER	Tiny interstitial isopods. Freshwater, shallow marine habitats. Vermiform, cylindrical in cross section, as is typical of interstitial animals. Microcerberus.
311	GNATHIIDEA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	ISOPODA	GNATHIIDEA	----------------------------	SUBORDER	Small taxon of parasitic marine isopods. Juvenile stages parasitic on fishes; adults do not feed. Adults subsist on fish blood stored in the digestive ceca as juveniles. Adults live in burrows constructed by the male. Some are viviparous, female retains and gestates developing embryos in ovaries. Gnathia, Paragnathia.
312	EPICARIDEA	BILATERIA	ANTHROPODA	CRUSTACEA	MALACOSTRACA	----------------------------	ISOPODA	EPICARIDEA	----------------------------	SUBORDER	Large taxon of highly modified, parasitic, marine isopods. Sucking mouthparts; feed on blood of crustacean hosts. Asymmetrical female is highly modified for parasitism and barely recognizable as an isopod. Male is a dwarf, usually symmetrical and isopod-like. Some are hermaphroditic. Asymmetrione, Athelges, Bopyrus Cancricepon, Cyproniscus, Probopyrus.
313	TRACHEATA	BILATERIA	ANTHROPODA	CRUSTACEA	MYRIAPODA	TRACHEATA	----------------------------	----------------------------	----------------------------	SUBCLADE	Hexapods (insects), centipedes, and millipedes, along with their less well-known relatives the pauropods and symphylans, form a taxon known as Tracheata, which is one of the two great taxa of terrestrial arthropods (the other being Arachnida). The ancestral tracheate was a terrestrial mandibulate with tracheae and a body consisting of a series of similar, unspecialized segments like those of some Recent centipedes.
314	SCUTIGEROMORPHA	BILATERIA	ANTHROPODA	CRUSTACEA	MYRIAPODA	CHILOPODA	SCUTIGEROMORPHA	----------------------------	----------------------------	ORDER	Long legs, long antennae, well-developed pseudo faceted eyes. Some live in and around buildings. Scutigera coleoptrata, the cosmopolitan house centipede is sometimes found in an (empty) bathtub or washbasin or seen scurrying across the floor. Have 15 pairs of legs; extremely fast, fast enough to catch flies. Spiracles are dorsal, on the tergites. Open ground hunters rely on speed to capture prey. Earliest known centipede fossils are scutigeromorphs from the late Silurian.
315	LITHOBIOMORPHA	BILATERIA	ANTHROPODA	CRUSTACEA	MYRIAPODA	CHILOPODA	LITHOBIOMORPHA	----------------------------	----------------------------	ORDER	Robust, flat. Inhabit enclosed spaces among stones, in soil, under bark. Lithobius.
